Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Producer,15,1186,4984,0.2379614767255216,Medical & Healthcare,10.3
Senior Architect,15,1136,4834,0.235002068680182,Supply Chain & Logistics,13.35
Set Designer,15,1131,4772,0.2370075440067058,Law Enforcement,9.973333333333333
Storyboard Artist,15,1137,4903,0.2318988374464613,Construction,13.466666666666667
Venue Manager,15,1187,4970,0.2388329979879275,Sales & Marketing,13.556666666666667
Associate Dentist,15,674,2621,0.2571537581075925,Hospitality,23.393333333333334
Behavior Technician,15,739,2905,0.2543889845094664,Communication & PR,15.3
Care Assistant,15,612,2606,0.2348426707597851,Data & IT,9.196666666666667
Certified Medical Assistant,15,701,2826,0.2480537862703467,Administrative & Clerical,14.666666666666666
Chiropractic Assistant,15,659,2721,0.2421903711870635,Leadership & Strategy,13.933333333333334
Clinical Assistant,15,748,2966,0.2521915037086986,Medical & Healthcare,14.176666666666666
Clinician,15,724,2766,0.2617498192335502,Supply Chain & Logistics,16.936666666666667
Direct Care Professional,15,665,2761,0.2408547627671133,Law Enforcement,13.81
Doctor Assistant,15,802,3044,0.2634691195795006,Construction,17.536666666666665
Emergency Medicine Physician Assistant,15,319,1159,0.2752372735116479,Sales & Marketing,15.95
Health Aide,15,270,1051,0.2568981921979067,Hospitality,16.043333333333333
Health Assistant,15,272,1053,0.258309591642925,Communication & PR,16.373333333333335
Hospice Aide,15,276,1101,0.2506811989100817,Data & IT,14.083333333333334
Interventional Radiologist,15,304,1140,0.2666666666666666,Administrative & Clerical,22.516666666666666
Lpn,15,570,2178,0.2617079889807162,Leadership & Strategy,19.21
Lvn,15,572,2181,0.2622650160476845,Medical & Healthcare,18.05666666666667
Medical Assistant,15,703,2617,0.2686282002292701,Supply Chain & Logistics,20.166666666666668
Mental Health Assistant,15,644,2545,0.2530451866404715,Law Enforcement,14.126666666666667
Warehouse Lead,15,984,3971,0.247796524804835,Construction,14.016666666666667
Warehouse Supervisor,15,984,3940,0.249746192893401,Sales & Marketing,14.6
Bilingual Customer Service,15,1275,4798,0.2657357232180075,Hospitality,14.516666666666667
Call Center Representative,15,1274,4798,0.2655273030429345,Communication & PR,14.933333333333334
Client Services Manager,15,1217,4757,0.2558335085137692,Data & IT,14.733333333333333
Customer Service,15,1254,4766,0.2631137221989089,Administrative & Clerical,14.8
Customer Service Representative,15,1259,4772,0.2638306789606035,Leadership & Strategy,15.05
Customer Service Supervisor,15,1227,4704,0.2608418367346938,Medical & Healthcare,14.183333333333334
Director Of Customer Service,15,1203,4658,0.2582653499355947,Supply Chain & Logistics,14.083333333333334
Account Executive,15,1162,4586,0.2533798517226341,Law Enforcement,13.866666666666667
Advertising Director,15,1250,5196,0.2405696689761355,Construction,13.236666666666666
Animator,15,1081,4149,0.2605447095685707,Sales & Marketing,13.55
Communications Coordinator,15,1224,5144,0.2379471228615863,Hospitality,11.516666666666667
Assistant Store Manager,15,920,3828,0.2403343782654127,Communication & PR,14.816666666666666
Bookstore Manager,15,888,3743,0.2372428533262089,Data & IT,13.403333333333334
Grocery Manager,15,648,2501,0.2590963614554178,Administrative & Clerical,18.183333333333334
Meat Manager,15,575,2668,0.2155172413793103,Leadership & Strategy,13.56
Produce Manager,15,670,2916,0.2297668038408779,Medical & Healthcare,14.156666666666666
Assistant Construction Manager,15,940,3773,0.2491386164855552,Supply Chain & Logistics,11.943333333333333
Building Official,15,908,3641,0.2493820379016753,Law Enforcement,13.626666666666667
Chief Estimator,15,881,3492,0.252290950744559,Construction,9.566666666666666
Construction Coordinator,15,919,3601,0.25520688697584,Sales & Marketing,12.883333333333333
Construction Foreman,15,887,3318,0.2673297166968053,Hospitality,26.816666666666666
Construction Manager,15,930,3696,0.2516233766233766,Communication & PR,13.456666666666667
Electrical Helper,15,251,996,0.2520080321285141,Data & IT,17.236666666666668
Fence Installer,15,198,908,0.2180616740088105,Administrative & Clerical,14.813333333333333
Fork Lift Operator,15,218,943,0.2311770943796394,Leadership & Strategy,16.026666666666667
Paver,15,201,1091,0.1842346471127406,Medical & Healthcare,18.026666666666667
Plumber,15,189,1028,0.183852140077821,Supply Chain & Logistics,17.053333333333335
Scaffold Builder,15,465,1840,0.2527173913043478,Law Enforcement,24.423333333333332
Welder,15,515,2097,0.245588936576061,Construction,15.676666666666666
Executive Recruiter,15,947,3897,0.2430074416217603,Sales & Marketing,13.793333333333333
Business Specialist,15,1247,5360,0.2326492537313433,Hospitality,14.383333333333333
Assistant Operations Manager,15,1134,4936,0.229740680713128,Communication & PR,14.033333333333333
Paraprofessional,15,1040,4613,0.2254498157381313,Data & IT,13.2
Chief Diversity Officer,15,870,3222,0.2700186219739292,Administrative & Clerical,22.066666666666666
Design Manager,15,1297,5252,0.2469535415079969,Leadership & Strategy,15.4
Lacrosse Coach,15,399,1707,0.2337434094903339,Medical & Healthcare,16.843333333333334
Swim Coach,15,394,1700,0.2317647058823529,Supply Chain & Logistics,15.25
Tennis Coach,15,392,1698,0.2308598351001178,Law Enforcement,18.23
Volleyball Coach,15,393,1695,0.231858407079646,Construction,15.67
Wrestling Coach,15,392,1693,0.2315416420555227,Sales & Marketing,16.4
Electrical Assistant,15,336,1274,0.2637362637362637,Hospitality,17.78
Electrician,15,324,1222,0.265139116202946,Communication & PR,17.75
Electrician Helper,15,316,1200,0.2633333333333333,Data & IT,17.893333333333334
Dock Supervisor,15,772,2986,0.2585398526456798,Administrative & Clerical,17.433333333333334
Journeyman Electrician,15,330,1256,0.2627388535031847,Leadership & Strategy,16.74
Journeyman Lineman,15,333,1190,0.2798319327731092,Medical & Healthcare,23.126666666666665
Plant Supervisor,15,735,3079,0.2387138681390061,Supply Chain & Logistics,13.34
Nurse Supervisor,15,552,2365,0.2334038054968287,Law Enforcement,14.556666666666667
Pharmacy Manager,15,691,2759,0.2504530627038782,Construction,13.37
Football Coach,15,402,1708,0.2353629976580796,Sales & Marketing,15.233333333333333
Gymnastics Coach,15,401,1749,0.2292738707833047,Hospitality,14.3
Soccer Coach,15,407,1729,0.2353961827646038,Communication & PR,16.083333333333332
Bid Manager,15,1060,4503,0.2353986231401288,Data & IT,13.62
Interpreter,15,767,3843,0.199583658600052,Administrative & Clerical,13.82
Team Manager,15,1131,4894,0.2310993052717613,Leadership & Strategy,14.533333333333333
Baggage Handler,15,281,1102,0.2549909255898366,Medical & Healthcare,17.093333333333334
Food Runner,15,462,1985,0.2327455919395466,Supply Chain & Logistics,18.013333333333332
Surveillance Operator,15,615,2665,0.2307692307692307,Law Enforcement,14.86
Chief Marketing Officer,15,1268,5313,0.2386598908338038,Construction,13.016666666666667
Executive Director,15,1129,4402,0.2564743298500681,Sales & Marketing,14.65
Managing Director,15,1116,4285,0.260443407234539,Hospitality,13.65
Senior Vice President,15,1065,4113,0.2589350838803793,Communication & PR,13.316666666666666
Helper,15,545,2280,0.2390350877192982,Data & IT,19.416666666666668
Summer Camp Counselor,15,990,4169,0.2374670184696569,Administrative & Clerical,13.35
Property Manager,15,1028,4703,0.2185838826281097,Leadership & Strategy,13.383333333333333
Real Estate Developer,15,956,4077,0.2344861417709099,Medical & Healthcare,13.333333333333334
Inventory Supervisor,15,913,3625,0.2518620689655172,Supply Chain & Logistics,14.036666666666667
Investment Officer,15,986,3652,0.2699890470974808,Law Enforcement,15.85
Revenue Manager,15,1042,4230,0.2463356973995271,Construction,13.41
Senior Staff Accountant,15,941,3944,0.2385902636916835,Sales & Marketing,13.033333333333333
Admissions Representative,15,1082,4543,0.2381686110499669,Hospitality,13.223333333333333
Assistant Registrar,15,988,4086,0.241801272638277,Communication & PR,13.74
Junior Copywriter,15,1266,5425,0.2333640552995391,Data & IT,14.416666666666666
Landscape Designer,15,694,3033,0.2288163534454335,Administrative & Clerical,13.573333333333334
Business Advisor,15,1242,5280,0.2352272727272727,Leadership & Strategy,13.8
Contract Manager,15,1135,4512,0.2515514184397163,Medical & Healthcare,10.95
Director Of Environmental Services,15,891,3549,0.2510566356720203,Supply Chain & Logistics,14.696666666666667
Business Assistant,15,1127,4627,0.2435703479576399,Law Enforcement,13.233333333333333
Diversity Manager,15,851,3555,0.2393811533052039,Construction,13.21
Executive,15,1191,4966,0.2398308497784937,Sales & Marketing,14.25
General Counsel,15,1056,4223,0.2500591996211224,Hospitality,11.8
Grants Manager,15,1047,4597,0.2277572329780291,Communication & PR,11.266666666666667
Management Trainee,15,942,3787,0.248745709004489,Data & IT,12.933333333333334
Medical Director,15,821,3394,0.2418974661166764,Administrative & Clerical,13.503333333333334
Membership Director,15,749,3073,0.2437357630979499,Leadership & Strategy,14.16
President,15,756,3329,0.2270952237909282,Medical & Healthcare,10.17
Principal,15,752,3340,0.2251497005988024,Supply Chain & Logistics,9.573333333333334
Resident Director,15,665,2491,0.2669610598153352,Law Enforcement,16.89666666666667
School Director,15,724,3011,0.2404516771836599,Construction,13.776666666666667
Vice President,15,1127,4334,0.2600369173973235,Sales & Marketing,14.233333333333333
Part Time Sales Associate,15,701,2858,0.2452764170748775,Hospitality,15.173333333333334
Sales Clerk,15,892,4091,0.2180395991200195,Communication & PR,12.943333333333333
Sales Contractor,15,915,4355,0.2101033295063145,Data & IT,13.816666666666666
Sales Engineer,15,968,4215,0.229655990510083,Administrative & Clerical,12.716666666666667
Sales Professional,15,959,4467,0.21468547123349,Leadership & Strategy,14.333333333333334
Salesman,15,950,4446,0.2136752136752136,Medical & Healthcare,14.3
Strategic Account Manager,15,1209,5127,0.2358104154476302,Supply Chain & Logistics,13.833333333333334
Technical Sales Manager,15,1185,5065,0.2339585389930898,Law Enforcement,14.35
Territory Manager,15,1122,4841,0.2317702953935137,Construction,13.5
Vendor,15,950,4426,0.2146407591504744,Sales & Marketing,14.266666666666667
Yacht Broker,15,886,3668,0.2415485278080698,Hospitality,13.14
Certified Nursing Assistant,15,438,1579,0.2773907536415453,Communication & PR,16.956666666666667
Clinical Nursing Instructor,15,668,2878,0.2321056289089645,Data & IT,13.633333333333333
Mds Nurse,15,472,1856,0.2543103448275862,Administrative & Clerical,25.74
Nurse Anesthetist,15,444,1696,0.2617924528301887,Leadership & Strategy,18.63
Nurse Educator,15,562,2345,0.2396588486140725,Medical & Healthcare,14.31
Telephone Triage Nurse,15,535,2609,0.2050594097355308,Supply Chain & Logistics,8.496666666666666
Triage Nurse,15,510,2369,0.2152807091599831,Law Enforcement,12.276666666666667
Camp Director,15,805,3243,0.2482269503546099,Construction,13.193333333333333
Community Planner,15,845,3610,0.2340720221606648,Sales & Marketing,10.68
Night,15,245,912,0.2686403508771929,Hospitality,17.44333333333333
Signing Agent,15,333,1851,0.179902755267423,Communication & PR,17.69
Traveler,15,708,3088,0.2292746113989637,Data & IT,13.643333333333333
Assistant Engineer,15,845,3010,0.2807308970099668,Administrative & Clerical,34.27333333333333
Boiler Operator,15,676,2196,0.3078324225865209,Leadership & Strategy,24.766666666666666
Bridge Inspector,15,787,2764,0.2847322720694645,Medical & Healthcare,19.216666666666665
Building Engineer,15,1009,4044,0.2495054401582591,Supply Chain & Logistics,14.066666666666666
Civil Engineering Technician,15,987,3995,0.2470588235294117,Law Enforcement,10.53
Construction Inspector,15,898,3614,0.2484781405644715,Construction,13.923333333333334
Corrosion Technician,15,750,2541,0.2951593860684769,Sales & Marketing,21.783333333333335
Cost Engineer,15,1011,3766,0.2684545937334041,Hospitality,14.783333333333333
Director Of Engineering,15,1180,4432,0.2662454873646209,Communication & PR,14.5
Electrical Engineering Technician,15,1075,4411,0.243708909544321,Data & IT,14.033333333333333
Engineering Director,15,1159,4344,0.266804788213628,Administrative & Clerical,13.8
Engineering Manager,15,1164,4382,0.2656321314468279,Leadership & Strategy,13.916666666666666
Engineering Technician,15,1045,4243,0.2462880037709168,Medical & Healthcare,13.776666666666667
Gas Technician,15,545,2418,0.2253928866832092,Supply Chain & Logistics,13.906666666666666
Human Factors Engineer,15,729,2803,0.2600784873349982,Law Enforcement,17.266666666666666
Industrial Electrician,15,507,2062,0.2458777885548011,Construction,14.88
Industrial Mechanic,15,535,2331,0.2295152295152295,Sales & Marketing,14.1
Instrument Technician,15,771,3035,0.2540362438220758,Hospitality,14.683333333333334
Junior Engineer,15,966,3547,0.2723428249224697,Communication & PR,14.516666666666667
Mechanical Engineering Technician,15,469,1710,0.2742690058479532,Data & IT,15.43
Nuclear Engineer,15,458,1671,0.2740873728306403,Administrative & Clerical,18.08
Plumbing Engineer,15,457,1654,0.2762998790810157,Leadership & Strategy,13.906666666666666
Power Plant Engineer,15,152,626,0.242811501597444,Medical & Healthcare,22.45
Refrigeration Engineer,15,122,500,0.244,Supply Chain & Logistics,37.32666666666667
Stationary Engineer,15,117,503,0.2326043737574552,Law Enforcement,24.41
Utility Locator,15,271,995,0.2723618090452261,Construction,18.883333333333333
Emergency Management,15,826,3271,0.2525221644756955,Sales & Marketing,13.69
Management Assistant,15,962,3872,0.2484504132231405,Hospitality,13.6
Office Associate,15,982,3843,0.2555295342180588,Communication & PR,14.166666666666666
Office Manager,15,1000,3894,0.2568053415511042,Data & IT,14.75
Operations Associate,15,912,3664,0.2489082969432314,Administrative & Clerical,13.603333333333333
Personal Assistant,15,1100,4371,0.2516586593456875,Leadership & Strategy,13.616666666666667
Practice Administrator,15,832,3703,0.2246826897110451,Medical & Healthcare,13.283333333333333
Practice Manager,15,833,3704,0.2248920086393088,Supply Chain & Logistics,12.833333333333334
Senior Executive Assistant,15,798,3866,0.206414899120538,Law Enforcement,12.73
Shift Supervisor,15,721,3260,0.2211656441717791,Construction,12.58
Team Lead,15,1183,5129,0.2306492493663482,Sales & Marketing,14.126666666666667
Aircraft Dispatcher,15,450,1829,0.2460360852925095,Hospitality,14.496666666666666
Aircraft Electrician,15,371,1529,0.2426422498364944,Communication & PR,12.38
Airport Attendant,15,333,1591,0.2093023255813953,Data & IT,13.986666666666666
Bus Aide,15,256,995,0.257286432160804,Administrative & Clerical,16.2
Dispatch Manager,15,832,3352,0.2482100238663484,Leadership & Strategy,14.123333333333333
Fleet Coordinator,15,666,2965,0.2246205733558178,Medical & Healthcare,14.6
Fleet Mechanic,15,630,2580,0.2441860465116279,Supply Chain & Logistics,19.03
Flight Coordinator,15,676,3031,0.2230287033982184,Law Enforcement,13.816666666666666
Flight Engineer,15,459,1956,0.2346625766871165,Construction,16.263333333333332
Helicopter Mechanic,15,426,1804,0.2361419068736142,Sales & Marketing,11.69
Patient Escort,15,459,1880,0.2441489361702127,Hospitality,14.83
Signal Maintainer,15,115,440,0.2613636363636363,Communication & PR,34.71666666666667
Terminal Operator,15,481,1893,0.254094030639197,Data & IT,19.053333333333335
