Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Newspaper Reporter,Construction,10,10.85,89.15,High Resilience
Photojournalist,Sales & Marketing,10,10.5,89.5,High Resilience
Proposal Writer,Hospitality,10,11.566666666666666,88.43333333333334,High Resilience
Radio Host,Communication & PR,10,10.7,89.3,High Resilience
Report Writer,Data & IT,10,10.85,89.15,High Resilience
Reviewer,Administrative & Clerical,10,11.45,88.55,High Resilience
Speech Writer,Leadership & Strategy,10,10.25,89.75,High Resilience
Sports Anchor,Medical & Healthcare,10,10.806666666666668,89.19333333333333,High Resilience
Sports Reporter,Supply Chain & Logistics,10,9.71,90.28999999999999,High Resilience
Video Journalist,Law Enforcement,10,11.1,88.9,High Resilience
Desktop Publisher,Construction,10,11.533333333333331,88.46666666666667,High Resilience
Academic Dean,Sales & Marketing,10,10.256666666666666,89.74333333333334,High Resilience
Accounting Instructor,Hospitality,10,9.796666666666669,90.20333333333333,High Resilience
Admissions Officer,Communication & PR,10,14.183333333333334,85.81666666666666,High Resilience
Art Professor,Data & IT,10,10.716666666666669,89.28333333333333,High Resilience
Assistant Professor,Administrative & Clerical,10,10.4,89.6,High Resilience
Associate Professor,Leadership & Strategy,10,10.2,89.8,High Resilience
Biology Instructor,Medical & Healthcare,10,11.343333333333334,88.65666666666667,High Resilience
Business Teacher,Supply Chain & Logistics,10,12.533333333333331,87.46666666666667,High Resilience
Chemistry Professor,Law Enforcement,10,9.736666666666666,90.26333333333334,High Resilience
College Instructor,Construction,10,10.933333333333334,89.06666666666666,High Resilience
Engineering Teacher,Sales & Marketing,10,12.366666666666667,87.63333333333333,High Resilience
Faculty,Hospitality,10,9.006666666666666,90.99333333333334,High Resilience
Finance Professor,Communication & PR,10,11.273333333333332,88.72666666666667,High Resilience
High School Counselor,Data & IT,10,9.766666666666667,90.23333333333333,High Resilience
Law Professor,Administrative & Clerical,10,8.526666666666667,91.47333333333333,High Resilience
Lead Teacher,Leadership & Strategy,10,9.133333333333333,90.86666666666667,High Resilience
Lecturer,Medical & Healthcare,10,9.566666666666666,90.43333333333334,High Resilience
Long Term Substitute Teacher,Supply Chain & Logistics,10,7.246666666666667,92.75333333333333,High Resilience
Math Teacher,Law Enforcement,10,11.72,88.28,High Resilience
Preschool Assistant,Construction,10,11.366666666666667,88.63333333333333,High Resilience
Professor,Sales & Marketing,10,11.19,88.81,High Resilience
School Counselor,Hospitality,10,29.876666666666665,70.12333333333333,High Resilience
School Psychologist,Communication & PR,10,20.863333333333333,79.13666666666667,High Resilience
School Teacher,Data & IT,10,15.713333333333331,84.28666666666666,High Resilience
Spanish Tutor,Administrative & Clerical,10,9.516666666666667,90.48333333333333,High Resilience
Special Education Teacher,Leadership & Strategy,10,13.543333333333331,86.45666666666666,High Resilience
Special Educator,Medical & Healthcare,10,14.333333333333334,85.66666666666667,High Resilience
Student Assistant,Supply Chain & Logistics,10,10.04,89.96000000000001,High Resilience
Student Mentor,Law Enforcement,10,10.076666666666666,89.92333333333333,High Resilience
Teacher Aide,Construction,10,9.953333333333331,90.04666666666667,High Resilience
Teacher Assistant,Sales & Marketing,10,10.366666666666667,89.63333333333333,High Resilience
Teachers Aide,Hospitality,10,10.083333333333334,89.91666666666667,High Resilience
Teaching Assistant,Communication & PR,10,10.373333333333331,89.62666666666667,High Resilience
Actor,Data & IT,10,10.793333333333331,89.20666666666666,High Resilience
Art Handler,Administrative & Clerical,10,11.443333333333332,88.55666666666667,High Resilience
Artist,Leadership & Strategy,10,9.95,90.05,High Resilience
Choir Director,Medical & Healthcare,10,10.476666666666668,89.52333333333333,High Resilience
Church Musician,Supply Chain & Logistics,10,13.316666666666666,86.68333333333334,High Resilience
Comic,Law Enforcement,10,12.633333333333333,87.36666666666667,High Resilience
Copy Writer,Construction,10,11.16,88.84,High Resilience
Dancer,Sales & Marketing,10,13.443333333333332,86.55666666666667,High Resilience
Entertainment Writer,Hospitality,10,11.06,88.94,High Resilience
Gamer,Communication & PR,10,11.393333333333333,88.60666666666667,High Resilience
Interior Design Assistant,Data & IT,10,9.883333333333333,90.11666666666667,High Resilience
Makeup Artist,Administrative & Clerical,10,11.716666666666669,88.28333333333333,High Resilience
Music Director,Leadership & Strategy,10,28.18,71.82,High Resilience
Promoter,Medical & Healthcare,10,11.65,88.35,High Resilience
Recreation Coordinator,Supply Chain & Logistics,10,10.113333333333332,89.88666666666667,High Resilience
Recreation Director,Law Enforcement,10,9.963333333333331,90.03666666666666,High Resilience
Scenic Artist,Construction,10,10.953333333333331,89.04666666666667,High Resilience
Talent Director,Sales & Marketing,10,11.383333333333333,88.61666666666667,High Resilience
Theatre,Hospitality,10,9.833333333333334,90.16666666666667,High Resilience
Woodworker,Communication & PR,10,11.58,88.42,High Resilience
Acupuncturist,Data & IT,10,18.703333333333333,81.29666666666667,High Resilience
Audiologist,Administrative & Clerical,10,12.29,87.71000000000001,High Resilience
Clinical Psychologist,Leadership & Strategy,10,12.013333333333334,87.98666666666666,High Resilience
Crna,Medical & Healthcare,10,13.496666666666666,86.50333333333333,High Resilience
Dermatologist,Supply Chain & Logistics,10,12.236666666666666,87.76333333333334,High Resilience
Doula,Law Enforcement,10,10.393333333333333,89.60666666666667,High Resilience
Endocrinologist,Construction,10,11.326666666666666,88.67333333333333,High Resilience
Gastroenterologist,Sales & Marketing,10,11.076666666666666,88.92333333333333,High Resilience
General Surgeon,Hospitality,10,10.736666666666666,89.26333333333334,High Resilience
Gynecologist,Communication & PR,10,10.793333333333331,89.20666666666666,High Resilience
Hospitalist,Data & IT,10,12.83,87.17,High Resilience
Immunologist,Administrative & Clerical,10,12.693333333333332,87.30666666666667,High Resilience
Medical Doctor,Leadership & Strategy,10,17.653333333333332,82.34666666666666,High Resilience
Mental Health Clinician,Medical & Healthcare,10,12.88,87.12,High Resilience
Mental Health Counselor,Supply Chain & Logistics,10,20.926666666666662,79.07333333333334,High Resilience
Mental Health Professional,Law Enforcement,10,14.58,85.42,High Resilience
Mental Health Specialist,Construction,10,17.433333333333334,82.56666666666666,High Resilience
Mental Health Technician,Sales & Marketing,10,15.216666666666669,84.78333333333333,High Resilience
Mental Health Therapist,Hospitality,10,15.073333333333334,84.92666666666666,High Resilience
Pool Attendant,Communication & PR,10,20.236666666666668,79.76333333333334,High Resilience
Sommelier,Data & IT,10,16.2,83.8,High Resilience
Wait Staff,Administrative & Clerical,10,12.15,87.85,High Resilience
Waiter,Leadership & Strategy,10,10.186666666666667,89.81333333333333,High Resilience
Waitress,Medical & Healthcare,10,9.883333333333333,90.11666666666667,High Resilience
Babysitter,Supply Chain & Logistics,10,15.66,84.34,High Resilience
Child Care Assistant,Law Enforcement,10,13.6,86.4,High Resilience
Classroom Aide,Construction,10,12.186666666666667,87.81333333333333,High Resilience
Day Camp Counselor,Sales & Marketing,10,15.813333333333333,84.18666666666667,High Resilience
Homemaker,Hospitality,10,10.323333333333334,89.67666666666666,High Resilience
Live In Caregiver,Communication & PR,10,9.41,90.59,High Resilience
Cop,Data & IT,10,13.413333333333334,86.58666666666667,High Resilience
Deployment Technician,Administrative & Clerical,10,10.31,89.69,High Resilience
Federal Air Marshal,Leadership & Strategy,10,13.063333333333333,86.93666666666667,High Resilience
Firefighter,Medical & Healthcare,10,24.26333333333333,75.73666666666668,High Resilience
Fireman,Supply Chain & Logistics,10,12.79,87.21000000000001,High Resilience
Forest Firefighter,Law Enforcement,10,12.123333333333331,87.87666666666667,High Resilience
Gate Guard,Construction,10,10.04,89.96000000000001,High Resilience
Hot Shot,Sales & Marketing,10,12.67,87.33,High Resilience
K9 Handler,Hospitality,10,10.32,89.68,High Resilience
Military Police,Communication & PR,10,16.0,84.0,High Resilience
Military Police Officer,Data & IT,10,15.8,84.2,High Resilience
Officer,Administrative & Clerical,10,21.16,78.84,High Resilience
Parole Officer,Leadership & Strategy,10,12.33,87.67,High Resilience
Peace Officer,Medical & Healthcare,10,11.906666666666666,88.09333333333333,High Resilience
Police Chief,Supply Chain & Logistics,10,18.406666666666663,81.59333333333333,High Resilience
Police Officer,Law Enforcement,10,16.19,83.81,High Resilience
Special Police Officer,Construction,10,13.076666666666666,86.92333333333333,High Resilience
CTO,Sales & Marketing,10,11.316666666666666,88.68333333333334,High Resilience
Information Manager,Hospitality,10,8.7,91.3,High Resilience
Information Security Officer,Communication & PR,10,9.733333333333333,90.26666666666667,High Resilience
Information Systems Manager,Data & IT,10,9.95,90.05,High Resilience
It Director,Administrative & Clerical,10,10.016666666666667,89.98333333333333,High Resilience
It Manager,Leadership & Strategy,10,9.983333333333333,90.01666666666667,High Resilience
Noc Manager,Medical & Healthcare,10,10.93,89.07,High Resilience
Program Supervisor,Supply Chain & Logistics,10,10.916666666666666,89.08333333333333,High Resilience
Service Desk Manager,Law Enforcement,10,9.983333333333333,90.01666666666667,High Resilience
Technical Program Manager,Construction,10,11.043333333333331,88.95666666666666,High Resilience
Technical Services Manager,Sales & Marketing,10,10.1,89.9,High Resilience
Aba Therapist,Hospitality,10,11.993333333333334,88.00666666666666,High Resilience
Art Therapist,Communication & PR,10,12.913333333333334,87.08666666666667,High Resilience
Behavior Interventionist,Data & IT,10,9.4,90.6,High Resilience
Mental Health Associate,Administrative & Clerical,10,14.31,85.69,High Resilience
Recreation Therapist,Leadership & Strategy,10,13.81,86.19,High Resilience
Recreational Therapist,Medical & Healthcare,10,13.55,86.45,High Resilience
Rehabilitation Specialist,Supply Chain & Logistics,10,13.403333333333334,86.59666666666666,High Resilience
Rehabilitation Therapist,Law Enforcement,10,12.166666666666666,87.83333333333333,High Resilience
Academic Administrator,Construction,10,10.423333333333334,89.57666666666667,High Resilience
Commercial Real Estate Appraiser,Sales & Marketing,10,12.966666666666669,87.03333333333333,High Resilience
Estate Manager,Hospitality,10,9.556666666666668,90.44333333333333,High Resilience
Real Estate Analyst,Communication & PR,10,10.093333333333334,89.90666666666667,High Resilience
Residential Appraiser,Data & IT,10,10.633333333333333,89.36666666666667,High Resilience
Model Maker,Administrative & Clerical,10,15.9,84.1,High Resilience
Spa Coordinator,Leadership & Strategy,10,13.676666666666666,86.32333333333334,High Resilience
Tailor,Medical & Healthcare,10,12.61,87.39,High Resilience
Clinical Documentation Specialist,Supply Chain & Logistics,10,11.183333333333334,88.81666666666666,High Resilience
Clinical Scientist,Law Enforcement,10,14.923333333333334,85.07666666666667,High Resilience
Contact Tracer,Construction,10,10.56,89.44,High Resilience
Cultivator,Sales & Marketing,10,12.706666666666669,87.29333333333334,High Resilience
Forester,Hospitality,10,10.066666666666666,89.93333333333334,High Resilience
Library Page,Communication & PR,10,10.316666666666666,89.68333333333334,High Resilience
Marine Biologist,Data & IT,10,9.666666666666666,90.33333333333333,High Resilience
Nuclear Physicist,Administrative & Clerical,10,10.066666666666666,89.93333333333334,High Resilience
Organizational Psychologist,Leadership & Strategy,10,11.753333333333334,88.24666666666667,High Resilience
Park Naturalist,Medical & Healthcare,10,12.626666666666669,87.37333333333333,High Resilience
Physicist,Supply Chain & Logistics,10,10.333333333333334,89.66666666666667,High Resilience
Public Health Analyst,Law Enforcement,10,10.006666666666666,89.99333333333334,High Resilience
Research Psychologist,Construction,10,10.893333333333333,89.10666666666667,High Resilience
Social Scientist,Sales & Marketing,10,11.166666666666666,88.83333333333333,High Resilience
Banker,Hospitality,10,10.743333333333334,89.25666666666666,High Resilience
Branch Manager,Communication & PR,10,11.2,88.8,High Resilience
Director Of Accounting,Data & IT,10,11.103333333333332,88.89666666666668,High Resilience
Finance Director,Administrative & Clerical,10,10.483333333333333,89.51666666666667,High Resilience
Finance Executive,Leadership & Strategy,10,11.33,88.67,High Resilience
Inventory Manager,Medical & Healthcare,10,10.37,89.63,High Resilience
Investment Consultant,Supply Chain & Logistics,10,11.35,88.65,High Resilience
Lead Auditor,Law Enforcement,10,10.516666666666667,89.48333333333333,High Resilience
Management Accountant,Construction,10,12.316666666666666,87.68333333333334,High Resilience
Mortgage Consultant,Sales & Marketing,10,12.216666666666669,87.78333333333333,High Resilience
Options Trader,Hospitality,10,9.636666666666668,90.36333333333333,High Resilience
Payroll Consultant,Communication & PR,10,9.82,90.18,High Resilience
Personal Banker,Data & IT,10,13.433333333333334,86.56666666666666,High Resilience
Private Banker,Administrative & Clerical,10,10.416666666666666,89.58333333333333,High Resilience
Project Accountant,Leadership & Strategy,10,10.193333333333332,89.80666666666667,High Resilience
